District_Name,State_Full,Agency ID - NCES Assigned,FIPS_Code,Total_Students,FTE_Teachers,Student_Teacher_Ratio,State_Abbr,Poverty_Rate,Median_Household_Income,Unemployment_Rate,Graduation_Outcome
NORTH SHORE COMMUNITY SCHOOL,Minnesota,2700208.0,27137,358.0,24.0,14.916666666666666,MN,13.3,67311.0,3.2,Medium (80-89%)
NORTH SHORE HIGH SCHOOL,OHIO,3901625.0,39035,214.0,6.0,35.666666666666664,OH,16.0,61912.0,3.8000000000000003,Medium (80-89%)
NORTH SHORE SD 112,Illinois,1700119.0,17097,3785.0,331.86,11.405411920689447,IL,8.200000000000001,108349.0,5.0,High (>=90%)
NORTH SIDE COMMUNITY SCHOOL,Missouri,2900589.0,29510,469.0,36.0,13.027777777777779,MO,20.1,55231.0,3.7,Low (<80%)
NORTH SLOPE BOROUGH SCHOOL DISTRICT,Alaska,200610.0,02185,2044.0,131.6,15.531914893617023,AK,12.0,103556.0,4.9,Medium (80-89%)
NORTH SMITHFIELD,Rhode Island,4400810.0,44007,1618.0,126.55,12.785460292374555,RI,12.700000000000001,75307.0,3.3000000000000003,Medium (80-89%)
NORTH SPENCER COUNTY SCH CORP,Indiana,1808010.0,18147,2118.0,129.0,16.41860465116279,IN,8.700000000000001,77467.0,2.9000000000000004,High (>=90%)
NORTH ST. FRANCOIS CO. R-I,Missouri,2905430.0,29187,2757.0,210.0,13.128571428571428,MO,15.3,55578.0,3.9000000000000004,Medium (80-89%)
NORTH ST. PAUL-MAPLEWOOD OAKDALE,Minnesota,2723850.0,27123,10368.0,664.75,15.59684091763821,MN,11.9,77764.0,2.7,Medium (80-89%)
NORTH STAR 10,North Dakota,3800390.0,38095,299.0,25.66,11.652377240841776,ND,9.4,76241.0,2.0,High (>=90%)
NORTH STAR ACADEMY,Utah,4900025.0,49035,526.0,27.04,19.452662721893493,UT,9.5,94013.0,2.7,High (>=90%)
NORTH STAR ACADEMY CHARTER SCHOOL,New Jersey,3400024.0,34013,6350.0,236.38,26.863524832896186,NJ,14.200000000000001,80005.0,5.5,Medium (80-89%)
NORTH STAR CHARTER SCHOOL INC.,IDAHO,1600174.0,16001,958.0,49.86,19.21379863618131,ID,8.0,90513.0,2.7,High (>=90%)
NORTH STAR CHARTER SCHOOL INC. (79701),Arizona,400303.0,04013,1136.0,,,AZ,11.100000000000001,86973.0,3.4000000000000004,Medium (80-89%)
NORTH STAR ELEM,Montana,3000096.0,30041,150.0,13.25,11.320754716981131,MT,19.0,51435.0,2.5,Medium (80-89%)
NORTH STAR HS,Montana,3000097.0,30041,53.0,6.43,8.242612752721618,MT,19.0,51435.0,2.5,Medium (80-89%)
NORTH STAR MONTESSORI ACADEMY,Michigan,2600153.0,26103,190.0,16.01,11.867582760774514,MI,14.3,62319.0,4.6000000000000005,Medium (80-89%)
NORTH STAR SD,Pennsylvania,4210115.0,42111,1001.0,91.5,10.939890710382514,PA,12.0,59562.0,4.0,Medium (80-89%)
NORTH STONINGTON SCHOOL DISTRICT,Connecticut,903060.0,09180,759.0,78.03,9.727028066128412,CT,12.4,82733.0,,Medium (80-89%)
NORTH SUBURBAN EDUC REG FOR VOC,Illinois,1700250.0,17031,,,,IL,13.200000000000001,80547.0,4.4,Medium (80-89%)
NORTH SUMMIT DISTRICT,Utah,4900690.0,49043,1053.0,58.8,17.908163265306122,UT,5.1000000000000005,139848.0,2.4000000000000004,High (>=90%)
NORTH SYRACUSE CENTRAL SCHOOL DISTRICT,New York,3621210.0,36067,8141.0,637.2,12.776208411801631,NY,13.600000000000001,74388.0,3.5,Medium (80-89%)
NORTH TAMA COUNTY COMM SCHOOL DISTRICT,Iowa,1921000.0,19171,476.0,45.49,10.463838206199163,IA,12.3,66288.0,3.9000000000000004,Medium (80-89%)
NORTH TEXAS COLLEGIATE ACADEMY,Texas,4800187.0,48121,761.0,44.09,17.260149693808117,TX,6.1000000000000005,107401.0,3.5,High (>=90%)
NORTH THURSTON PUBLIC SCHOOLS,Washington,5305850.0,53067,15119.0,867.36,17.4310551558753,WA,9.9,92357.0,4.1000000000000005,High (>=90%)
NORTH TIPPAH SCHOOL DIST,Mississippi,2803270.0,28139,1286.0,104.44,12.313289927230946,MS,17.3,53452.0,2.8000000000000003,Medium (80-89%)
NORTH TONAWANDA CITY SCHOOL DISTRICT,New York,3621240.0,36063,3175.0,279.8,11.347390993566833,NY,13.8,65932.0,4.1000000000000005,Medium (80-89%)
NORTH UNION COMM SCHOOL DISTRICT,Iowa,1903850.0,19063,325.0,26.68,12.181409295352324,IA,9.8,61500.0,3.1,High (>=90%)
NORTH UNION LOCAL SCHOOL DISTRICT,Ohio,3905033.0,39159,1411.0,73.44,19.212962962962962,OH,5.4,104592.0,2.8000000000000003,High (>=90%)
NORTH VALLEY ACADEMY,New Mexico,3500106.0,35001,380.0,31.78,11.957205789804908,NM,13.5,68286.0,3.5,Medium (80-89%)
NORTH VALLEY ACADEMY INC.,Idaho,1600143.0,16047,191.0,15.0,12.733333333333333,ID,12.8,65662.0,3.0,Medium (80-89%)
NORTH VALLEY AREA CAREER & TECHNICAL CENTER,North Dakota,3880700.0,38099,,0.0,,ND,9.600000000000001,80235.0,2.9000000000000004,High (>=90%)
NORTH VALLEY MILITARY INST COLLEGE ACAD DISTRICT,CALIFORNIA,601564.0,06037,784.0,41.85,18.73357228195938,CA,13.700000000000001,86499.0,5.0,Medium (80-89%)
NORTH VERMILLION COM SCH CORP,Indiana,1808070.0,18165,673.0,71.0,9.47887323943662,IN,12.5,58743.0,4.1000000000000005,Medium (80-89%)
NORTH WAMAC SD 186,Illinois,1740680.0,17027,133.0,9.0,14.777777777777779,IL,7.5,88977.0,3.3000000000000003,High (>=90%)
NORTH WARREN CENTRAL SCHOOL DISTRICT,New York,3616960.0,36113,470.0,60.74,7.737899242673691,NY,10.5,73115.0,3.7,Medium (80-89%)
NORTH WARREN REGIONAL SCHOOL DISTRICT,New Jersey,3409550.0,34041,626.0,57.6,10.868055555555555,NJ,8.3,98857.0,4.0,High (>=90%)
NORTH WASCO COUNTY SD 21,Oregon,4100048.0,41065,2841.0,178.16,15.946340368208352,OR,13.600000000000001,65701.0,4.0,Medium (80-89%)
NORTH WAYNE CUSD 200,Illinois,1710240.0,17191,372.0,40.1,9.276807980049876,IL,12.700000000000001,56071.0,4.6000000000000005,Medium (80-89%)
NORTH WEST HENDRICKS SCHOOLS,Indiana,1808100.0,18063,1966.0,110.0,17.87272727272727,IN,5.6000000000000005,95323.0,2.7,High (>=90%)
NORTH WHITE SCHOOL CORP,Indiana,1808130.0,18181,900.0,58.0,15.517241379310345,IN,10.8,67077.0,2.7,Medium (80-89%)
NORTH WILDWOOD SCHOOL DISTRICT,New Jersey,3411670.0,34009,182.0,30.97,5.87665482725218,NJ,9.4,81007.0,7.6000000000000005,High (>=90%)
NORTH WOOD R-IV,Missouri,2910650.0,29065,215.0,12.65,16.99604743083004,MO,17.5,49324.0,3.5,Medium (80-89%)
NORTH WOODS CAREER PREP HIGH SCHOOL,Ohio,3900643.0,39049,119.0,5.0,23.8,OH,15.100000000000001,71730.0,3.1,Medium (80-89%)
NORTH ZULCH ISD,Texas,4833030.0,48313,352.0,30.58,11.510791366906476,TX,18.3,53301.0,4.6000000000000005,Medium (80-89%)
NORTHAMPTON,Massachusetts,2508850.0,25015,2594.0,234.82,11.046759219827953,MA,12.4,80839.0,2.9000000000000004,Medium (80-89%)
NORTHAMPTON AREA SD,Pennsylvania,4217370.0,42095,5227.0,365.12,14.315841367221735,PA,9.8,84051.0,3.5,High (>=90%)
NORTHAMPTON COUNTY PUBLIC SCHOOLS,Virginia,5102710.0,51131,1359.0,113.5,11.973568281938325,VA,17.5,53822.0,3.5,Medium (80-89%)
NORTHAMPTON COUNTY SCHOOLS,North Carolina,3703420.0,37131,1291.0,93.53,13.803057842403506,NC,20.700000000000003,44182.0,4.6000000000000005,Low (<80%)
NORTHAMPTON-SMITH VOCATIONAL AGRICULTURAL,Massachusetts,2508860.0,25015,566.0,60.83,9.30461943120171,MA,12.4,80839.0,2.9000000000000004,Medium (80-89%)
NORTHBORO-SOUTHBORO,Massachusetts,2508910.0,25027,1222.0,112.71,10.841983852364475,MA,10.9,93561.0,3.5,Medium (80-89%)
NORTHBOROUGH,Massachusetts,2508880.0,25027,1596.0,138.85,11.494418437162405,MA,10.9,93561.0,3.5,Medium (80-89%)
NORTHBRIDGE,Massachusetts,2508940.0,25027,1970.0,164.03,12.009998171066268,MA,10.9,93561.0,3.5,Medium (80-89%)
NORTHBROOK ESD 27,Illinois,1717850.0,17031,1333.0,114.59,11.63277772929575,IL,13.200000000000001,80547.0,4.4,Medium (80-89%)
NORTHBROOK SD 28,Illinois,1728980.0,17031,1842.0,187.4,9.82924226254002,IL,13.200000000000001,80547.0,4.4,Medium (80-89%)
NORTHBROOK/GLENVIEW SD 30,Illinois,1724420.0,17031,1254.0,118.2,10.609137055837563,IL,13.200000000000001,80547.0,4.4,Medium (80-89%)
NORTHCOAST PREPARATORY AND PERFORMING ARTS ACADEMY DISTRICT,CALIFORNIA,601942.0,06023,154.0,9.56,16.10878661087866,CA,16.7,61307.0,4.6000000000000005,Medium (80-89%)
NORTHEAST,Kansas,2003480.0,20037,484.0,55.95,8.650580875781948,KS,17.3,52285.0,2.8000000000000003,Medium (80-89%)
NORTHEAST ACADEMY OF AEROSPACE & ADVTECH,NORTH CAROLINA,3700394.0,37139,756.0,39.24,19.266055045871557,NC,15.5,59463.0,4.1000000000000005,Medium (80-89%)
NORTHEAST ARIZONA TECHNOLOGICAL INSTITUTE OF VOCAT (81114),Arizona,400612.0,04017,108.0,2.0,54.0,AZ,24.700000000000003,51011.0,5.7,Low (<80%)
NORTHEAST ARK. EDUC. COOP,Arkansas,500027.0,05075,,0.0,,AR,18.3,49015.0,3.4000000000000004,Medium (80-89%)
NORTHEAST BOCES,Colorado,899180.0,08095,,1.54,,CO,12.100000000000001,59367.0,2.2,Medium (80-89%)
NORTHEAST BOCES AU,Colorado,800229.0,08095,,,,CO,12.100000000000001,59367.0,2.2,Medium (80-89%)
NORTHEAST BRADFORD SD,Pennsylvania,4217460.0,42015,671.0,53.0,12.660377358490566,PA,13.9,61270.0,3.3000000000000003,Medium (80-89%)
NORTHEAST CENTRAL SCHOOL DISTRICT,New York,3630390.0,36027,661.0,66.02,10.012117540139352,NY,8.0,96374.0,3.3000000000000003,High (>=90%)
NORTHEAST CLAIBORNE CHARTER,LOUISIANA,2200252.0,05139,209.0,4.0,52.25,AR,19.0,49664.0,4.6000000000000005,Medium (80-89%)
NORTHEAST COLLEGE PREP,Minnesota,2700398.0,27053,324.0,42.1,7.695961995249406,MN,10.100000000000001,93642.0,2.6,Medium (80-89%)
NORTHEAST COMM SCHOOL DISTRICT,Iowa,1921090.0,19045,868.0,64.26,13.507625272331154,IA,13.3,67095.0,3.7,Medium (80-89%)
NORTHEAST DUBOIS CO SCH CORP,Indiana,1808120.0,18037,834.0,54.99,15.166393889798144,IN,7.7,74001.0,2.5,High (>=90%)
NORTHEAST GEORGIA RESA,Georgia,1300010.0,13059,,22.0,,GA,24.1,54550.0,3.3000000000000003,Low (<80%)
NORTHEAST KINGDOM CHOICE SCHOOL DISTRICT,VERMONT,5000415.0,50009,150.0,0.0,inf,VT,14.4,58359.0,2.9000000000000004,Medium (80-89%)
NORTHEAST KINGDOM LEARNING SERVICES,Vermont,5000373.0,50019,,0.0,,VT,14.100000000000001,59906.0,3.4000000000000004,Medium (80-89%)
NORTHEAST KS EDUCATION SERV CNTR,Kansas,2000039.0,20087,0.0,2.0,0.0,KS,8.3,81301.0,2.5,High (>=90%)
NORTHEAST METRO 916,Minnesota,2702264.0,27123,845.0,176.84,4.778330694413029,MN,11.9,77764.0,2.7,Medium (80-89%)
NORTHEAST METROPOLITAN REGIONAL VOCATIONAL TECHNICAL,Massachusetts,2508960.0,25017,1292.0,125.05,10.33186725309876,MA,7.7,123288.0,2.9000000000000004,High (>=90%)
NORTHEAST NE JUVENILE SERVICES,Nebraska,3100154.0,31119,0.0,3.0,0.0,NE,11.600000000000001,68218.0,2.0,Medium (80-89%)
NORTHEAST NODAWAY CO. R-V,Missouri,2921660.0,29147,220.0,24.3,9.053497942386832,MO,15.100000000000001,55749.0,2.8000000000000003,Medium (80-89%)
NORTHEAST OHIO COLLEGE PREPARATORY SCHOOL,Ohio,3901376.0,39035,489.0,31.75,15.401574803149606,OH,16.0,61912.0,3.8000000000000003,Medium (80-89%)
NORTHEAST RANDOLPH CO. R-IV,Missouri,2922860.0,29175,341.0,35.18,9.69300739056282,MO,13.8,59692.0,3.5,Medium (80-89%)
NORTHEAST SCHOOL CORP,Indiana,1808160.0,18153,770.0,49.0,15.714285714285714,IN,15.600000000000001,59148.0,3.8000000000000003,Medium (80-89%)
NORTHEAST SECURE TREATMENT UNIT,PENNSYLVANIA,4289398.0,0<NA>,,,,,,,,Unknown
NORTHEAST TECH. CENTER- AFTON,Oklahoma,4000083.0,40115,,,,OK,21.6,48937.0,3.0,Low (<80%)
NORTHEAST TECH. CENTER- CLAREMORE,Oklahoma,4000754.0,40131,,,,OK,9.600000000000001,73688.0,2.9000000000000004,High (>=90%)
NORTHEAST TECH. CENTER- KANSAS,Oklahoma,4000060.0,40041,,,,OK,21.0,48763.0,3.3000000000000003,Low (<80%)
NORTHEAST TECH. CENTER- PRYOR,Oklahoma,4000072.0,40097,,,,OK,16.900000000000002,59498.0,3.2,Medium (80-89%)
NORTHEAST TECHNICAL HIGH SCHOOL,South Dakota,4680170.0,46029,0.0,0.0,,SD,11.4,66288.0,1.8,Medium (80-89%)
NORTHEAST VERNON CO. R-I,Missouri,2927600.0,29217,199.0,24.54,8.109209453952731,MO,16.900000000000002,53602.0,3.5,Medium (80-89%)
NORTHEAST WOODLAND CHARTERED PUBLIC SCHOOL,NEW HAMPSHIRE,3303316.0,33003,156.0,12.8,12.1875,NH,8.8,77303.0,2.3000000000000003,High (>=90%)
NORTHEAST WYOMING BOCES,Wyoming,5680180.0,56005,2.0,0.0,inf,WY,8.5,89749.0,2.7,High (>=90%)
NORTHEASTERN CLINTON CENTRAL SCHOOL DISTRICT,New York,3621250.0,36019,1249.0,104.06,12.002690755333461,NY,13.700000000000001,64282.0,3.5,Medium (80-89%)
NORTHEASTERN EDUCATIONAL IU 19,Pennsylvania,4289290.0,42069,87.0,69.0,1.2608695652173914,PA,16.1,57570.0,3.7,Medium (80-89%)
NORTHEASTERN LOCAL,Ohio,3904625.0,39023,2973.0,159.73,18.61265886182934,OH,15.200000000000001,58684.0,3.6,Medium (80-89%)
NORTHEASTERN LOCAL,Ohio,3904672.0,39039,1007.0,57.69,17.455364881261918,OH,8.9,72241.0,3.5,High (>=90%)
NORTHEASTERN UTAH ED. SERV.,Utah,4900028.0,49051,,,,UT,5.0,121397.0,2.4000000000000004,High (>=90%)
NORTHEASTERN WAYNE SCHOOLS,Indiana,1808190.0,18177,1357.0,89.0,15.247191011235955,IN,17.3,52956.0,3.4000000000000004,Medium (80-89%)
NORTHEASTERN YORK SD,Pennsylvania,4217520.0,42133,3874.0,259.0,14.957528957528957,PA,8.5,81213.0,3.0,High (>=90%)
NORTHERN ADIRONDACK CENTRAL SCHOOL DISTRICT,New York,3621260.0,36019,831.0,84.36,9.850640113798008,NY,13.700000000000001,64282.0,3.5,Medium (80-89%)
NORTHERN ARIZONA VOCATIONAL INSTITUTE OF TECHNOLOG (78786),Arizona,400197.0,04017,82.0,0.0,inf,AZ,24.700000000000003,51011.0,5.7,Low (<80%)
NORTHERN BEDFORD COUNTY SD,Pennsylvania,4217580.0,42009,887.0,76.88,11.537460978147763,PA,11.200000000000001,58319.0,3.5,Medium (80-89%)
NORTHERN BERKSHIRE REGIONAL VOCATIONAL TECHNICAL,Massachusetts,2508950.0,25003,537.0,46.59,11.526078557630392,MA,12.5,74535.0,3.6,Medium (80-89%)
NORTHERN BURLINGTON COUNTY REGIONAL SCHOOL DISTRICT,New Jersey,3411700.0,34005,2162.0,173.34,12.4725972077997,NJ,6.800000000000001,102384.0,3.9000000000000004,High (>=90%)
NORTHERN CAMBRIA SD,Pennsylvania,4217610.0,42021,803.0,77.0,10.428571428571429,PA,13.200000000000001,55592.0,4.1000000000000005,Medium (80-89%)
NORTHERN CASS 97,North Dakota,3800044.0,38017,690.0,53.0,13.018867924528301,ND,9.700000000000001,75477.0,1.7000000000000002,High (>=90%)
NORTHERN HIGHLANDS REGIONAL HIGH SCHOOL DISTRICT,New Jersey,3411730.0,34003,1324.0,111.87,11.835165817466702,NJ,6.6000000000000005,116157.0,3.9000000000000004,High (>=90%)
NORTHERN HILLS ACADEMY SCHOOL DISTRICT,New Jersey,3480320.0,34037,0.0,7.1,0.0,NJ,5.4,109884.0,4.3,High (>=90%)
NORTHERN HUMBOLDT UNION HIGH,California,603030.0,06023,1785.0,91.74,19.45716154349248,CA,16.7,61307.0,4.6000000000000005,Medium (80-89%)
NORTHERN IN EDUCATION CENTER,Indiana,1800040.0,18141,,,,IN,14.200000000000001,65977.0,3.9000000000000004,Medium (80-89%)
NORTHERN KANE CO REG VOC SYSTEM,Illinois,1700279.0,17089,,,,IL,8.4,97543.0,5.1000000000000005,High (>=90%)
NORTHERN LEBANON SD,Pennsylvania,4217640.0,42075,2130.0,152.07,14.006707437364373,PA,8.700000000000001,78284.0,2.8000000000000003,High (>=90%)
NORTHERN LEHIGH SD,Pennsylvania,4217670.0,42077,1573.0,112.96,13.925283286118981,PA,12.100000000000001,76270.0,3.6,Medium (80-89%)
NORTHERN LIGHTS ACADEMY COOPERATIVE,MINNESOTA,2700442.0,27017,35.0,6.37,5.4945054945054945,MN,9.1,75512.0,3.7,High (>=90%)
NORTHERN LIGHTS COMMUNITY SCHOOL,Minnesota,2700256.0,27061,82.0,11.3,7.256637168141593,MN,12.700000000000001,65386.0,4.6000000000000005,Medium (80-89%)
NORTHERN LOCAL,Ohio,3904905.0,39127,2226.0,121.63,18.301405903148893,OH,13.700000000000001,62677.0,4.0,Medium (80-89%)
NORTHERN MOUNTAIN VALLEY UNIFIED UNION SCHOOL DISTRICT #85,VERMONT,5000441.0,50011,834.0,62.56,13.331202046035806,VT,9.9,85765.0,1.8,High (>=90%)
NORTHERN NECK REGIONAL ALTERNATIVE ED,Virginia,5100097.0,51159,,,,VA,15.600000000000001,61655.0,3.1,Medium (80-89%)
NORTHERN NECK TECHNICAL CENTER,Virginia,5100012.0,51159,,,,VA,15.600000000000001,61655.0,3.1,Medium (80-89%)
NORTHERN OZAUKEE SCHOOL DISTRICT,Wisconsin,5504890.0,55089,1117.0,76.22,14.654946208344267,WI,4.800000000000001,98394.0,2.6,High (>=90%)
NORTHERN PLAINS SPECIAL ED UNIT,North Dakota,3880180.0,38061,,0.0,,ND,11.600000000000001,73541.0,1.2000000000000002,Medium (80-89%)
NORTHERN POTTER SD,Pennsylvania,4217700.0,42105,508.0,44.0,11.545454545454545,PA,12.700000000000001,57850.0,4.800000000000001,Medium (80-89%)
NORTHERN REGION EDUCATIONAL SERVICES COMMISSION,New Jersey,3480364.0,34031,0.0,27.9,0.0,NJ,13.9,81823.0,5.5,Medium (80-89%)
NORTHERN RI COLLABORATIVE,Rhode Island,4400020.0,44007,,16.9,,RI,12.700000000000001,75307.0,3.3000000000000003,Medium (80-89%)
NORTHERN SUMMIT ACADEMY SHASTA DISTRICT,CALIFORNIA,602338.0,06089,184.0,12.33,14.922952149229522,CA,13.200000000000001,71935.0,5.1000000000000005,Medium (80-89%)
NORTHERN TIER CAREER CENTER,Pennsylvania,4280510.0,42015,10.0,14.0,0.7142857142857143,PA,13.9,61270.0,3.3000000000000003,Medium (80-89%)
NORTHERN TIOGA SD,Pennsylvania,4217730.0,42117,1995.0,163.0,12.239263803680982,PA,13.0,62918.0,3.8000000000000003,Medium (80-89%)
NORTHERN UNITED - HUMBOLDT CHARTER DISTRICT,CALIFORNIA,601909.0,06023,309.0,24.86,12.429605792437652,CA,16.7,61307.0,4.6000000000000005,Medium (80-89%)
NORTHERN UNITED - SISKIYOU CHARTER DISTRICT,CALIFORNIA,601606.0,06093,123.0,10.36,11.872586872586874,CA,17.1,58975.0,6.4,Medium (80-89%)
NORTHERN VALLEY,Kansas,2003270.0,20137,156.0,15.67,9.955328653477983,KS,13.9,57738.0,2.0,Medium (80-89%)
NORTHERN VALLEY REGIONAL HIGH SCHOOL DISTRICT,New Jersey,3411760.0,34003,2053.0,242.9,8.452037875669,NJ,6.6000000000000005,116157.0,3.9000000000000004,High (>=90%)
NORTHERN VIRGINIA REGIONAL SPECIAL EDUCATION PGM,Virginia,5100026.0,51153,,,,VA,6.7,128758.0,2.7,High (>=90%)
NORTHERN VIRGINIA TRAINING CENTER,Virginia,5100051.0,51059,,,,VA,6.1000000000000005,141353.0,2.5,High (>=90%)
NORTHERN WESTMORELAND CAREER AND TECHNOLOGY CENTER,Pennsylvania,4280490.0,42129,6.0,15.0,0.4,PA,10.8,70985.0,3.5,Medium (80-89%)
NORTHERN YORK COUNTY SD,Pennsylvania,4217760.0,42133,3343.0,225.15,14.84787919165001,PA,8.5,81213.0,3.0,High (>=90%)
NORTHFIELD CITY SCHOOL DISTRICT,New Jersey,3411790.0,34001,931.0,89.18,10.439560439560438,NJ,11.9,75904.0,5.9,Medium (80-89%)
NORTHFIELD PUBLIC SCHOOL DISTRICT,Minnesota,2723880.0,27131,3857.0,206.95,18.637352017395507,MN,10.3,81824.0,2.6,Medium (80-89%)
NORTHFIELD PUBLIC SCHOOLS,Maine,2309090.0,23029,7.0,0.0,inf,ME,20.1,48104.0,4.1000000000000005,Low (<80%)
NORTHGATE SD,Pennsylvania,4217770.0,42003,1051.0,86.8,12.108294930875577,PA,11.600000000000001,76488.0,3.3000000000000003,Medium (80-89%)
NORTHLAND COMMUNITY SCHOOLS,Minnesota,2730870.0,27021,362.0,35.17,10.292863235712254,MN,14.700000000000001,61490.0,4.4,Medium (80-89%)
NORTHLAND LEARNING CENTER,Minnesota,2700224.0,27137,142.0,13.93,10.193826274228284,MN,13.3,67311.0,3.2,Medium (80-89%)
NORTHLAND PINES SCHOOL DISTRICT,Wisconsin,5503860.0,55125,1391.0,108.85,12.779053743683969,WI,12.3,63779.0,3.9000000000000004,Medium (80-89%)
NORTHLAND PREPARATORY ACADEMY (4204),Arizona,400097.0,04005,641.0,,,AZ,17.8,71528.0,4.2,Medium (80-89%)
NORTHLAND PREPARATORY AND FITNESS ACADEMY,Ohio,3900552.0,39049,196.0,22.0,8.909090909090908,OH,15.100000000000001,71730.0,3.1,Medium (80-89%)
NORTHMONT CITY,Ohio,3904872.0,39113,4702.0,263.73,17.82884010161908,OH,15.200000000000001,62650.0,3.8000000000000003,Medium (80-89%)
NORTHMOR LOCAL,Ohio,3904881.0,39117,1038.0,66.75,15.55056179775281,OH,10.8,70109.0,3.5,Medium (80-89%)
NORTHPORT PUBLIC SCHOOL DISTRICT,Michigan,2625920.0,26089,129.0,17.42,7.4052812858783,MI,7.2,91727.0,3.8000000000000003,High (>=90%)
NORTHPORT PUBLIC SCHOOLS,MAINE,2314824.0,23027,89.0,12.31,7.229894394800975,ME,12.700000000000001,68345.0,3.0,Medium (80-89%)
NORTHPORT SCHOOL DISTRICT,Washington,5305880.0,53065,283.0,20.08,14.093625498007968,WA,11.9,67525.0,6.0,Medium (80-89%)
NORTHPORT-EAST NORTHPORT UNION FREE SCHOOL DISTRICT,New York,3621270.0,36103,4572.0,421.0,10.859857482185273,NY,7.0,123219.0,3.4000000000000004,High (>=90%)
NORTHRIDGE ACADEMY,Michigan,2600194.0,26049,225.0,12.6,17.857142857142858,MI,17.900000000000002,60192.0,5.0,Medium (80-89%)
NORTHRIDGE LOCAL,Ohio,3904803.0,39089,1171.0,66.81,17.52731627001946,OH,9.700000000000001,76496.0,3.1,High (>=90%)
NORTHRIDGE LOCAL,Ohio,3904873.0,39113,1565.0,90.35,17.32152739346984,OH,15.200000000000001,62650.0,3.8000000000000003,Medium (80-89%)
NORTHSHORE EDUCATION CONSORTIUM,MASSACHUSETTS,2500562.0,25009,,,,MA,9.600000000000001,96303.0,3.5,High (>=90%)
NORTHSHORE SCHOOL DISTRICT,Washington,5305910.0,53061,22944.0,1326.0,17.30316742081448,WA,8.8,106067.0,3.5,High (>=90%)
NORTHSIDE CHARTER HIGH SCHOOL,New York,3600948.0,36047,401.0,43.0,9.325581395348838,NY,19.1,76353.0,5.5,Medium (80-89%)
NORTHSIDE ISD,Texas,4833120.0,48029,102719.0,6870.86,14.949948041438773,TX,14.700000000000001,69755.0,3.7,Medium (80-89%)
NORTHSIDE ISD,Texas,4833090.0,48487,243.0,18.98,12.802950474183351,TX,16.900000000000002,53416.0,5.0,Medium (80-89%)
NORTHUMBERLAND COUNTY CAREER AND TECHNOLOGY CENTER,Pennsylvania,4280491.0,42097,15.0,9.0,1.6666666666666667,PA,12.3,58834.0,4.0,Medium (80-89%)
NORTHUMBERLAND COUNTY PUBLIC SCHOOLS,Virginia,5102730.0,51133,1200.0,114.5,10.480349344978166,VA,12.100000000000001,69662.0,4.3,Medium (80-89%)
NORTHUMBERLAND SCHOOL DISTRICT,New Hampshire,3305400.0,33007,323.0,37.0,8.72972972972973,NH,13.5,59592.0,2.6,Medium (80-89%)
NORTHVALE PUBLIC SCHOOL DISTRICT,New Jersey,3411820.0,34003,554.0,52.0,10.653846153846153,NJ,6.6000000000000005,116157.0,3.9000000000000004,High (>=90%)
NORTHVIEW PUBLIC SCHOOLS,Michigan,2625950.0,26081,3061.0,190.41,16.075836353132715,MI,10.5,79715.0,3.2,Medium (80-89%)
NORTHVILLE CENTRAL SCHOOL DISTRICT,New York,3621300.0,36035,447.0,48.41,9.23362941541004,NY,14.0,63409.0,4.4,Medium (80-89%)
NORTHVILLE PUBLIC SCHOOLS,Michigan,2625980.0,26163,7115.0,384.77,18.491566390311096,MI,20.6,57418.0,4.4,Low (<80%)
NORTHWEST AEA,Iowa,1999012.0,19193,,28.84,,IA,12.9,65984.0,2.9000000000000004,Medium (80-89%)
NORTHWEST ALLEN COUNTY SCHOOLS,Indiana,1808250.0,18003,8184.0,467.03,17.523499561056035,IN,13.0,66194.0,3.1,Medium (80-89%)
NORTHWEST ARCTIC BOROUGH SCHOOL DISTRICT,Alaska,200625.0,02188,1911.0,102.25,18.68948655256724,AK,19.1,78619.0,9.600000000000001,Medium (80-89%)
NORTHWEST AREA SCHOOLS ED COOPERATIVE,South Dakota,4680280.0,46041,0.0,0.0,,SD,26.200000000000003,48477.0,5.7,Low (<80%)
NORTHWEST AREA SD,Pennsylvania,4217790.0,42079,906.0,74.0,12.243243243243244,PA,16.400000000000002,60165.0,4.3,Medium (80-89%)
NORTHWEST ARK COMMUNITY COLLEGE TECHNICAL CENTER,ARKANSAS,514492.0,0<NA>,,,,,,,,Unknown
NORTHWEST ARK. EDUCATION COOP,Arkansas,500039.0,05143,,0.0,,AR,13.5,66158.0,2.3000000000000003,Medium (80-89%)
NORTHWEST ARKANSAS COMMUNITY COLLEGE REGIONAL CENTER,Arkansas,500081.0,05143,0.0,0.0,,AR,13.5,66158.0,2.3000000000000003,Medium (80-89%)
NORTHWEST BOCES AU,Colorado,800248.0,08107,,,,CO,5.6000000000000005,112377.0,2.5,High (>=90%)
NORTHWEST COLORADO BOCES,Colorado,899220.0,08107,,0.0,,CO,5.6000000000000005,112377.0,2.5,High (>=90%)
NORTHWEST COMMUNITY SCHOOLS,Michigan,2626010.0,26075,3560.0,201.9,17.63249133234274,MI,13.700000000000001,64070.0,4.0,Medium (80-89%)
NORTHWEST EDUCATION SERVICES,Michigan,2680440.0,26055,903.0,182.37,4.951472281625267,MI,7.4,82824.0,3.4000000000000004,High (>=90%)
