District_Name,State_Full,Agency ID - NCES Assigned,FIPS_Code,Total_Students,FTE_Teachers,Student_Teacher_Ratio,State_Abbr,Poverty_Rate,Median_Household_Income,Unemployment_Rate,Graduation_Outcome
21ST CENTURY CHARTER SCH OF GARY,Indiana,1800046.0,18097,1337.0,115.0,11.626086956521739,IN,15.600000000000001,66653.0,3.3000000000000003,Medium (80-89%)
21ST CENTURY CYBER CS,Pennsylvania,4200091.0,42029,1239.0,58.45,21.19760479041916,PA,6.2,120925.0,2.6,High (>=90%)
21ST CENTURY PUBLIC ACADEMY,NEW MEXICO,3500187.0,35001,393.0,29.7,13.232323232323232,NM,13.5,68286.0,3.5,Medium (80-89%)
A E R O  SPEC EDUC COOP,Illinois,1700024.0,17031,,63.0,,IL,13.200000000000001,80547.0,4.4,Medium (80-89%)
A W BEATTIE CAREER CENTER,Pennsylvania,4280010.0,42003,6.0,33.0,0.18181818181818182,PA,11.600000000000001,76488.0,3.3000000000000003,Medium (80-89%)
A W BROWN LEADERSHIP ACADEMY,Texas,4800095.0,48113,975.0,52.23,18.667432510051697,TX,13.8,74352.0,3.8000000000000003,Medium (80-89%)
A+ ACADEMY,Texas,4800203.0,48113,1588.0,90.95,17.460142935678945,TX,13.8,74352.0,3.8000000000000003,Medium (80-89%)
A+ ARTS ACADEMY,Ohio,3900305.0,39049,401.0,28.0,14.321428571428571,OH,15.100000000000001,71730.0,3.1,Medium (80-89%)
A+ CHARTER SCHOOLS (1000166),ARIZONA,400998.0,04021,268.0,,,AZ,11.8,77290.0,4.1000000000000005,Medium (80-89%)
A+ CHILDREN'S ACADEMY,Ohio,3901480.0,39049,96.0,9.0,10.666666666666666,OH,15.100000000000001,71730.0,3.1,Medium (80-89%)
A+ UNLIMITED POTENTIAL,TEXAS,4801453.0,48201,156.0,11.0,14.181818181818182,TX,16.0,72348.0,4.3,Medium (80-89%)
A-C CENTRAL CUSD 262,Illinois,1700105.0,17017,344.0,40.3,8.535980148883375,IL,11.600000000000001,64413.0,4.4,Medium (80-89%)
A. LINWOOD HOLTON GOVERNOR'S SCHOOL,Virginia,5100033.0,51191,,,,VA,12.8,57758.0,2.9000000000000004,Medium (80-89%)
A.C.E. ACADEMY,North Carolina,3700372.0,37025,419.0,24.69,16.97043337383556,NC,9.1,85540.0,3.2,High (>=90%)
A.C.G.C. PUBLIC SCHOOL DISTRICT,Minnesota,2700106.0,27093,851.0,68.35,12.450621799561084,MN,8.4,75351.0,3.1,High (>=90%)
ABBEVILLE 60,South Carolina,4500690.0,45001,2864.0,222.3,12.88349077822762,SC,15.3,51580.0,3.7,Medium (80-89%)
ABBOTSFORD SCHOOL DISTRICT,Wisconsin,5500030.0,55019,798.0,48.88,16.325695581014728,WI,11.700000000000001,66994.0,2.8000000000000003,Medium (80-89%)
ABBOTT ISD,Texas,4807380.0,48217,286.0,25.39,11.264277274517527,TX,14.200000000000001,61840.0,4.0,Medium (80-89%)
ABBY KELLEY FOSTER CHARTER PUBLIC (DISTRICT),Massachusetts,2500051.0,25027,1422.0,119.61,11.888638073739655,MA,10.9,93561.0,3.5,Medium (80-89%)
ABC UNIFIED,California,601620.0,06037,18354.0,810.83,22.636064279812043,CA,13.700000000000001,86499.0,5.0,Medium (80-89%)
ABERDEEN DISTRICT,Idaho,1600030.0,16011,673.0,49.17,13.68720764693919,ID,11.100000000000001,73409.0,3.1,Medium (80-89%)
ABERDEEN SCHOOL DIST,Mississippi,2800360.0,28095,998.0,86.14,11.585790573485024,MS,17.3,50639.0,3.8000000000000003,Medium (80-89%)
ABERDEEN SCHOOL DISTRICT,Washington,5300030.0,53027,3304.0,204.29,16.173087277889277,WA,15.100000000000001,65758.0,6.300000000000001,Medium (80-89%)
ABERDEEN SCHOOL DISTRICT 06-1,South Dakota,4602070.0,46013,4326.0,303.07,14.273930115154915,SD,10.0,67491.0,2.0,Medium (80-89%)
ABERNATHY ISD,Texas,4807410.0,48189,835.0,71.84,11.62305122494432,TX,19.3,52487.0,4.9,Medium (80-89%)
ABILENE,Kansas,2003180.0,20041,1515.0,93.82,16.14794286932424,KS,10.5,63417.0,2.8000000000000003,Medium (80-89%)
ABILENE ISD,Texas,4807440.0,48441,15253.0,1035.97,14.723399326235315,TX,13.3,62128.0,3.3000000000000003,Medium (80-89%)
ABINGDON-AVON CUSD 276,Illinois,1701413.0,17095,903.0,68.5,13.182481751824817,IL,16.3,57569.0,5.5,Medium (80-89%)
ABINGTON,Massachusetts,2501650.0,25023,2177.0,153.85,14.150146246343843,MA,8.0,107828.0,3.5,High (>=90%)
ABINGTON HEIGHTS SD,Pennsylvania,4202010.0,42069,3474.0,209.0,16.62200956937799,PA,16.1,57570.0,3.7,Medium (80-89%)
ABINGTON SD,Pennsylvania,4202040.0,42091,8543.0,592.15,14.427087731149202,PA,6.9,106780.0,2.8000000000000003,High (>=90%)
ABLE CHARTER DISTRICT,CALIFORNIA,601628.0,06077,1189.0,53.78,22.108590554109334,CA,12.600000000000001,86211.0,6.2,Medium (80-89%)
ABQ SCHOOL OF EXCELLENCE,New Mexico,3500122.0,35001,910.0,50.76,17.92750197005516,NM,13.5,68286.0,3.5,Medium (80-89%)
ABQ SIGN LANGUAGE ACADEMY,New Mexico,3500123.0,35001,125.0,18.0,6.944444444444445,NM,13.5,68286.0,3.5,Medium (80-89%)
ABSAROKEE ELEM,Montana,3001710.0,30095,107.0,9.66,11.076604554865424,MT,8.3,81392.0,2.4000000000000004,High (>=90%)
ABSAROKEE H S,Montana,3001740.0,30095,71.0,6.67,10.644677661169416,MT,8.3,81392.0,2.4000000000000004,High (>=90%)
ABSECON PUBLIC SCHOOLS DISTRICT,New Jersey,3400660.0,34001,952.0,90.25,10.54847645429363,NJ,11.9,75904.0,5.9,Medium (80-89%)
ACADEMIA ANTONIA ALONSO,Delaware,1000053.0,10003,718.0,43.0,16.697674418604652,DE,10.9,86798.0,3.9000000000000004,Medium (80-89%)
ACADEMIA AVANCE CHARTER DISTRICT,CALIFORNIA,602291.0,06037,256.0,16.4,15.609756097560977,CA,13.700000000000001,86499.0,5.0,Medium (80-89%)
ACADEMIA CESAR CHAVEZ CHARTER SCH.,Minnesota,2700185.0,27123,547.0,37.81,14.467072203120866,MN,11.9,77764.0,2.7,Medium (80-89%)
ACADEMIA MODERNA DISTRICT,CALIFORNIA,602361.0,06037,453.0,20.5,22.097560975609756,CA,13.700000000000001,86499.0,5.0,Medium (80-89%)
ACADEMIC AND CAREER EDUCATION ACADEMY,Michigan,2600330.0,26111,98.0,3.85,25.454545454545453,MI,12.100000000000001,73722.0,4.0,Medium (80-89%)
ACADEMIC ARTS HIGH SCHOOL,Minnesota,2700361.0,27037,104.0,11.76,8.843537414965986,MN,6.0,100012.0,2.6,High (>=90%)
ACADEMIC LEADERSHIP CHARTER SCHOOL,New York,3601001.0,36005,455.0,18.5,24.594594594594593,NY,27.700000000000003,46894.0,6.800000000000001,Low (<80%)
ACADEMICS PLUS PUBLIC CHARTER SCHOOLS,Arkansas,500059.0,05119,1825.0,102.83,17.74773898667704,AR,15.700000000000001,61344.0,3.2,Medium (80-89%)
ACADEMIE LAFAYETTE,Missouri,2900017.0,29095,1291.0,90.0,14.344444444444445,MO,12.0,66102.0,3.4000000000000004,Medium (80-89%)
ACADEMIES OF MATH AND SCIENCES SCHOOL,ARKANSAS,514499.0,0<NA>,,,,,,,,Unknown
ACADEMY CHARTER HIGH SCHOOL,New Jersey,3400048.0,34025,186.0,19.0,9.789473684210526,NJ,6.7,117752.0,3.8000000000000003,High (>=90%)
ACADEMY CHARTER SCHOOL,New York,3600997.0,36059,1880.0,110.39,17.030528127547786,NY,5.800000000000001,140466.0,3.1,High (>=90%)
ACADEMY CHARTER SCHOOL 2 (THE),NEW YORK,3680973.0,36103,144.0,15.0,9.6,NY,7.0,123219.0,3.4000000000000004,High (>=90%)
ACADEMY CHARTER SCHOOL-UNIONDALE,NEW YORK,3601169.0,36059,1272.0,89.0,14.292134831460674,NY,5.800000000000001,140466.0,3.1,High (>=90%)
ACADEMY DEL SOL INC. (90199),Arizona,400797.0,04019,720.0,,,AZ,14.0,69553.0,3.8000000000000003,Medium (80-89%)
ACADEMY FOR ACADEMIC EXCELLENCE,Texas,4800093.0,48113,358.0,53.64,6.674123788217748,TX,13.8,74352.0,3.8000000000000003,Medium (80-89%)
ACADEMY FOR ACADEMIC EXCELLENCE DISTRICT,CALIFORNIA,601911.0,06071,1484.0,67.76,21.90082644628099,CA,13.200000000000001,84576.0,4.7,Medium (80-89%)
ACADEMY FOR BUSINESS AND TECHNOLOGY,Michigan,2600166.0,26163,495.0,34.8,14.224137931034484,MI,20.6,57418.0,4.4,Low (<80%)
ACADEMY FOR INTEGRATED ARTS,Missouri,2900604.0,29095,270.0,26.25,10.285714285714286,MO,12.0,66102.0,3.4000000000000004,Medium (80-89%)
ACADEMY FOR MATH ENGINEERING & SCIENCE,Utah,4900017.0,49035,454.0,23.35,19.44325481798715,UT,9.5,94013.0,2.7,High (>=90%)
ACADEMY FOR SCIENCE AND DESIGN CHARTER SCHOOL,New Hampshire,3300040.0,33011,543.0,37.0,14.675675675675675,NH,6.5,103181.0,2.3000000000000003,High (>=90%)
ACADEMY FOR URBAN LEADERSHIP CHARTER SCHOOL,New Jersey,3400741.0,34023,376.0,26.0,14.461538461538462,NJ,8.6,104637.0,4.1000000000000005,High (>=90%)
ACADEMY FOR URBAN SCHOLARS YOUNGSTOWN,Ohio,3901472.0,39099,243.0,6.0,40.5,OH,19.5,52914.0,4.2,Medium (80-89%)
ACADEMY ISD,Texas,4807470.0,48027,1835.0,117.79,15.578572034977501,TX,11.5,69562.0,4.5,Medium (80-89%)
ACADEMY OF ACCELERATED LEARNING INC,Texas,4800032.0,48201,850.0,46.5,18.27956989247312,TX,16.0,72348.0,4.3,Medium (80-89%)
ACADEMY OF BUILDING INDUSTRIES INC. (85540),Arizona,400414.0,04015,105.0,,,AZ,16.8,56302.0,4.5,Medium (80-89%)
ACADEMY OF DALLAS,Texas,4800090.0,48113,269.0,13.1,20.53435114503817,TX,13.8,74352.0,3.8000000000000003,Medium (80-89%)
ACADEMY OF DOVER CHARTER SCHOOL,Delaware,1000017.0,10001,411.0,29.0,14.172413793103448,DE,11.700000000000001,72498.0,4.5,Medium (80-89%)
ACADEMY OF HEALTH SCIENCES CHARTER SCHOOL,NEW YORK,3601190.0,36055,311.0,22.0,14.136363636363637,NY,13.100000000000001,73263.0,3.7,Medium (80-89%)
ACADEMY OF HOPE ADULT PCS,DISTRICT OF COLUMBIA,1100094.0,11001,0.0,0.0,,DC,15.200000000000001,104643.0,4.9,Medium (80-89%)
ACADEMY OF MATHEMATICS AND SCIENCE INC. (79961),Arizona,400368.0,04019,792.0,,,AZ,14.0,69553.0,3.8000000000000003,Medium (80-89%)
ACADEMY OF MATHEMATICS AND SCIENCE INC. (92768),ARIZONA,400940.0,04013,1058.0,,,AZ,11.100000000000001,86973.0,3.4000000000000004,Medium (80-89%)
ACADEMY OF MATHEMATICS AND SCIENCE SOUTH INC. (90878),Arizona,400891.0,04019,5818.0,,,AZ,14.0,69553.0,3.8000000000000003,Medium (80-89%)
ACADEMY OF MEDIA ARTS DISTRICT,CALIFORNIA,602503.0,06037,143.0,9.84,14.532520325203253,CA,13.700000000000001,86499.0,5.0,Medium (80-89%)
ACADEMY OF SEMINOLE (CHARTER),OKLAHOMA,4000803.0,40133,274.0,17.0,16.11764705882353,OK,19.0,49000.0,4.800000000000001,Medium (80-89%)
ACADEMY OF TECHNOLOGY AND INNOVATION AT UMW,VIRGINIA,5104152.0,0<NA>,,,,,,,,Unknown
ACADEMY OF THE CITY CHARTER SCHOOL,New York,3601053.0,36081,716.0,41.0,17.463414634146343,NY,13.8,81399.0,4.6000000000000005,Medium (80-89%)
ACADEMY OF THE PACIFIC RIM CHARTER PUBLIC (DISTRICT),Massachusetts,2500021.0,25025,467.0,49.63,9.409631271408422,MA,15.100000000000001,91386.0,3.2,Medium (80-89%)
ACADEMY OF TUCSON INC. (78897),Arizona,400202.0,04019,501.0,,,AZ,14.0,69553.0,3.8000000000000003,Medium (80-89%)
ACADEMY OF VISUAL AND PERFORMING ARTS,TEXAS,4899131.0,48439,,,,TX,11.0,80083.0,3.7,Medium (80-89%)
ACADEMY OF WARREN,Michigan,2600308.0,26099,802.0,44.85,17.881828316610925,MI,10.600000000000001,73929.0,3.5,Medium (80-89%)
ACADEMY SCHOOL DISTRICT NO. 20 IN THE COUNTY OF EL PASO AN,Colorado,801920.0,08041,25719.0,1612.48,15.94996527088708,CO,7.300000000000001,88794.0,3.3000000000000003,High (>=90%)
ACADEMY WITH COMMUNITY PARTNERS-ARIZONA INC (79213),Arizona,400276.0,04013,171.0,,,AZ,11.100000000000001,86973.0,3.4000000000000004,Medium (80-89%)
ACADIA ACADEMY,MAINE,2314831.0,23001,248.0,4.01,61.84538653366584,ME,13.0,63456.0,3.0,Medium (80-89%)
ACADIA PARISH,Louisiana,2200030.0,22001,9601.0,526.22,18.245220630154687,LA,25.0,43133.0,3.7,Low (<80%)
ACADIANA RENAISSANCE CHARTER ACADEMY,LOUISIANA,2200231.0,22055,1878.0,93.98,19.982975101085337,LA,16.900000000000002,64181.0,3.2,Medium (80-89%)
ACALANES UNION HIGH,California,601650.0,06013,5420.0,282.04,19.2171323216565,CA,8.3,122000.0,4.1000000000000005,High (>=90%)
ACCELERATED CHARTER ELEMENTARY DISTRICT,CALIFORNIA,601471.0,06037,500.0,19.02,26.288117770767613,CA,13.700000000000001,86499.0,5.0,Medium (80-89%)
ACCELERATED DISTRICT,CALIFORNIA,601732.0,06037,773.0,34.44,22.444831591173056,CA,13.700000000000001,86499.0,5.0,Medium (80-89%)
ACCELERATED ELEMENTARY AND SECONDARY SCHOOLS (6364),Arizona,400129.0,04019,,,,AZ,14.0,69553.0,3.8000000000000003,Medium (80-89%)
ACCELERATED INTERMEDIATE ACADEMY,Texas,4800192.0,48201,138.0,9.95,13.869346733668342,TX,16.0,72348.0,4.3,Medium (80-89%)
ACCELERATED LEARNING CENTER INC. (4297),Arizona,400121.0,04013,153.0,,,AZ,11.100000000000001,86973.0,3.4000000000000004,Medium (80-89%)
ACCEPT EDUCATION COLLABORATIVE,MASSACHUSETTS,2500578.0,25017,,,,MA,7.7,123288.0,2.9000000000000004,High (>=90%)
ACCLAIM CHARTER SCHOOL (4325),Arizona,400122.0,04013,268.0,,,AZ,11.100000000000001,86973.0,3.4000000000000004,Medium (80-89%)
ACCOMACK COUNTY PUBLIC SCHOOLS,Virginia,5100060.0,51001,4726.0,378.0,12.502645502645503,VA,17.3,56039.0,3.5,Medium (80-89%)
ACE AMANDLA CHARTER SCHOOL,ILLINOIS,1701426.0,17031,140.0,6.5,21.53846153846154,IL,13.200000000000001,80547.0,4.4,Medium (80-89%)
ACE CHARTER HIGH DISTRICT,CALIFORNIA,601561.0,06085,370.0,18.04,20.509977827051,CA,7.6000000000000005,154573.0,3.5,High (>=90%)
ACE EMPOWER ACADEMY DISTRICT,CALIFORNIA,602217.0,06085,191.0,7.78,24.55012853470437,CA,7.6000000000000005,154573.0,3.5,High (>=90%)
ACE ESPERANZA MIDDLE DISTRICT,CALIFORNIA,601852.0,06085,221.0,9.11,24.259055982436884,CA,7.6000000000000005,154573.0,3.5,High (>=90%)
ACE INSPIRE ACADEMY DISTRICT,CALIFORNIA,602138.0,06085,239.0,8.65,27.63005780346821,CA,7.6000000000000005,154573.0,3.5,High (>=90%)
ACE PREPARATORY ACADEMY,INDIANA,1800172.0,18097,149.0,15.0,9.933333333333334,IN,15.600000000000001,66653.0,3.3000000000000003,Medium (80-89%)
ACES TECHNICAL CHARTER SCHOOL,NEW MEXICO,3500185.0,35001,162.0,17.0,9.529411764705882,NM,13.5,68286.0,3.5,Medium (80-89%)
ACHIEVE ACADEMY DISTRICT,CALIFORNIA,602165.0,06001,557.0,24.0,23.208333333333332,CA,9.5,119230.0,4.1000000000000005,High (>=90%)
ACHIEVE CAREER PREPARATORY ACADEMY,Ohio,3901362.0,39095,68.0,9.34,7.28051391862955,OH,18.2,60525.0,4.2,Medium (80-89%)
ACHIEVE CHARTER ACADEMY,Michigan,2600963.0,26163,779.0,34.01,22.905027932960895,MI,20.6,57418.0,4.4,Low (<80%)
ACHIEVE CHARTER SCHOOL OF CHICO DISTRICT,CALIFORNIA,602570.0,06007,225.0,9.72,23.148148148148145,CA,19.900000000000002,63084.0,5.2,Medium (80-89%)
ACHIEVE CHARTER SCHOOL OF PARADISE INC. DISTRICT,CALIFORNIA,602133.0,06007,123.0,6.0,20.5,CA,19.900000000000002,63084.0,5.2,Medium (80-89%)
ACHIEVE COMMUNITY CHARTER SCHOOL,NEW JERSEY,3400792.0,34013,451.0,26.0,17.346153846153847,NJ,14.200000000000001,80005.0,5.5,Medium (80-89%)
ACHIEVE LANGUAGE ACADEMY,Minnesota,2700118.0,27123,450.0,37.64,11.955366631243358,MN,11.9,77764.0,2.7,Medium (80-89%)
ACHIEVEMENT CHARTER ACADEMY,NORTH CAROLINA,3700459.0,37085,158.0,10.63,14.863593603010347,NC,13.700000000000001,70074.0,3.9000000000000004,Medium (80-89%)
ACHIEVEMENT FIRST APOLLO CHARTER SCHOOL,New York,3601028.0,36047,912.0,66.0,13.818181818181818,NY,19.1,76353.0,5.5,Medium (80-89%)
ACHIEVEMENT FIRST ASPIRE CHARTER SCHOOL,New York,3601109.0,36047,775.0,59.5,13.025210084033613,NY,19.1,76353.0,5.5,Medium (80-89%)
ACHIEVEMENT FIRST BRIDGEPORT ACADEMY DISTRICT,Connecticut,900208.0,09170,1084.0,53.0,20.452830188679247,CT,12.5,80953.0,,Medium (80-89%)
ACHIEVEMENT FIRST BROWNSVILLE CHARTER SCHOOL,New York,3600969.0,36047,1057.0,79.5,13.29559748427673,NY,19.1,76353.0,5.5,Medium (80-89%)
ACHIEVEMENT FIRST CROWN HEIGHTS CHARTER SCHOOL,New York,3600147.0,36047,1339.0,100.51,13.32205750671575,NY,19.1,76353.0,5.5,Medium (80-89%)
ACHIEVEMENT FIRST EAST NEW YORK CHARTER SCHOOL,New York,3600149.0,36047,1144.0,90.5,12.640883977900552,NY,19.1,76353.0,5.5,Medium (80-89%)
ACHIEVEMENT FIRST ENDEAVOR CHARTER SCHOOL,New York,3600170.0,36047,738.0,58.0,12.724137931034482,NY,19.1,76353.0,5.5,Medium (80-89%)
ACHIEVEMENT FIRST HARTFORD ACADEMY DISTRICT,Connecticut,900212.0,09170,1041.0,86.25,12.069565217391304,CT,12.5,80953.0,,Medium (80-89%)
ACHIEVEMENT FIRST LEGACY CHARTER SCHOOL,NEW YORK,3601230.0,36081,153.0,15.0,10.2,NY,13.8,81399.0,4.6000000000000005,Medium (80-89%)
ACHIEVEMENT FIRST LINDEN CHARTER SCHOOL,NEW YORK,3601112.0,36047,756.0,51.0,14.823529411764707,NY,19.1,76353.0,5.5,Medium (80-89%)
ACHIEVEMENT FIRST NORTH BROOKLYN PREPARATORY CHARTER SCHOOL,NEW YORK,3601124.0,36047,851.0,63.0,13.507936507936508,NY,19.1,76353.0,5.5,Medium (80-89%)
ACHIEVEMENT FIRST RHODE ISLAND,Rhode Island,4400021.0,44007,2527.0,178.0,14.196629213483146,RI,12.700000000000001,75307.0,3.3000000000000003,Medium (80-89%)
ACHIEVEMENT FIRST VOYAGER CHARTER SCHOOL,NEW YORK,3601143.0,36047,156.0,14.0,11.142857142857142,NY,19.1,76353.0,5.5,Medium (80-89%)
ACHIEVEMENT FIRST-BUSHWICK CHARTER SCHOOL,New York,3600166.0,36047,938.0,94.0,9.97872340425532,NY,19.1,76353.0,5.5,Medium (80-89%)
ACHIEVEMENT HOUSE CS,Pennsylvania,4200128.0,42029,958.0,64.15,14.933749025720966,PA,6.2,120925.0,2.6,High (>=90%)
ACHIEVEMENT PREPARATORY ACADEMY PCS,District of Columbia,1100072.0,11001,228.0,15.4,14.805194805194805,DC,15.200000000000001,104643.0,4.9,Medium (80-89%)
ACHIEVEMENT SCHOOL DISTRICT,Tennessee,4700147.0,47037,5966.0,285.41,20.903261974002312,TN,12.3,80216.0,2.7,Medium (80-89%)
ACHIEVEPOINT CAREER ACADEMY - CINCINNATI,OHIO,3901602.0,39061,210.0,9.0,23.333333333333332,OH,13.600000000000001,68810.0,3.2,Medium (80-89%)
ACHIEVERS EARLY COLLEGE PREP CHARTER SCHOOL,NEW JERSEY,3400794.0,34021,353.0,20.0,17.65,NJ,10.600000000000001,95502.0,3.9000000000000004,Medium (80-89%)
ACHILLE,Oklahoma,4002370.0,40013,309.0,21.3,14.507042253521126,OK,18.1,50105.0,2.9000000000000004,Medium (80-89%)
ACKERMAN CHARTER,California,601680.0,06061,596.0,28.36,21.015514809590975,CA,6.5,110020.0,3.7,High (>=90%)
ACORN MONTESSORI CHARTER SCHOOL (79437),Arizona,400320.0,04025,518.0,,,AZ,12.8,67317.0,3.6,Medium (80-89%)
ACTON PUBLIC SCHOOLS,Maine,2302220.0,23031,246.0,22.0,11.181818181818182,ME,8.1,85445.0,2.6,High (>=90%)
ACTON-AGUA DULCE UNIFIED,California,600001.0,06037,1002.0,43.32,23.130193905817173,CA,13.700000000000001,86499.0,5.0,Medium (80-89%)
ACTON-BOXBOROUGH,Massachusetts,2501710.0,25017,5197.0,395.35,13.145314278487415,MA,7.7,123288.0,2.9000000000000004,High (>=90%)
ACUSHNET,Massachusetts,2501740.0,25005,973.0,76.0,12.802631578947368,MA,12.700000000000001,81047.0,4.1000000000000005,Medium (80-89%)
AD PRIMA CS,Pennsylvania,4200129.0,42101,582.0,43.0,13.534883720930232,PA,20.3,60196.0,4.2,Low (<80%)
ADA,Oklahoma,4002430.0,40123,2657.0,193.49,13.731975812703498,OK,13.9,61269.0,3.1,Medium (80-89%)
ADA EXEMPTED VILLAGE,Ohio,3904518.0,39065,856.0,,,OH,14.8,59713.0,3.8000000000000003,Medium (80-89%)
ADA-BORUP-WEST PUBLIC SCHOOLS,MINNESOTA,2700480.0,27107,685.0,47.1,14.543524416135881,MN,12.3,62716.0,3.5,Medium (80-89%)
ADAIR,Oklahoma,4002460.0,40097,1041.0,67.29,15.470352206865803,OK,16.900000000000002,59498.0,3.2,Medium (80-89%)
ADAIR CO. R-I,Missouri,2922980.0,29001,232.0,25.0,9.28,MO,18.2,56954.0,3.6,Medium (80-89%)
ADAIR CO. R-II,Missouri,2905790.0,29001,140.0,23.57,5.9397539244802715,MO,18.2,56954.0,3.6,Medium (80-89%)
ADAIR COUNTY,Kentucky,2100030.0,21001,2622.0,182.0,14.406593406593407,KY,22.1,45974.0,5.0,Low (<80%)
ADAIR-CASEY COMM SCHOOL DISTRICT,Iowa,1903090.0,19077,271.0,23.89,11.343658434491418,IA,9.9,78027.0,3.0,High (>=90%)
ADAM/BRWN/CASS/MORGN/PIK/SCTT ROE,Illinois,1700162.0,17001,0.0,16.9,0.0,IL,12.200000000000001,63424.0,3.6,Medium (80-89%)
ADAMS 1 MAPLETON AU,Colorado,800258.0,08001,,,,CO,9.700000000000001,95278.0,3.4000000000000004,High (>=90%)
ADAMS 12 FIVE STAR SCHOOLS,Colorado,806900.0,08001,35747.0,2015.91,17.73243845211344,CO,9.700000000000001,95278.0,3.4000000000000004,High (>=90%)
ADAMS 12 NORTHGLENN AU,Colorado,800268.0,08001,,,,CO,9.700000000000001,95278.0,3.4000000000000004,High (>=90%)
ADAMS 14 COMMERCE CITY AU,Colorado,800272.0,08001,,,,CO,9.700000000000001,95278.0,3.4000000000000004,High (>=90%)
ADAMS 27J SCHOOL DISTRICT 27J AU,Colorado,800237.0,08001,,,,CO,9.700000000000001,95278.0,3.4000000000000004,High (>=90%)
ADAMS CENTRAL COMMUNITY SCHOOLS,Indiana,1800060.0,18001,1340.0,95.0,14.105263157894736,IN,11.4,66567.0,2.7,Medium (80-89%)
ADAMS CENTRAL PUBLIC SCHOOLS,Nebraska,3102770.0,31001,1004.0,75.2,13.351063829787234,NE,11.9,66695.0,2.1,Medium (80-89%)
ADAMS COUNTY BOCES,Colorado,800009.0,08001,,0.0,,CO,9.700000000000001,95278.0,3.4000000000000004,High (>=90%)
ADAMS COUNTY OHIO VALLEY LOCAL,Ohio,3906190.0,39001,3546.0,214.5,16.53146853146853,OH,19.0,55693.0,5.0,Medium (80-89%)
ADAMS COUNTY TECHNICAL INSTITUTE,PENNSYLVANIA,4200905.0,42001,5.0,7.0,0.7142857142857143,PA,9.3,77041.0,2.6,High (>=90%)
ADAMS TOWNSHIP SCHOOL DISTRICT,Michigan,2601890.0,26061,466.0,33.6,13.869047619047619,MI,17.1,56074.0,4.6000000000000005,Medium (80-89%)
ADAMS-ARAP 28J AURORA AU,Colorado,800255.0,08005,,,,CO,10.100000000000001,97560.0,3.1,Medium (80-89%)
ADAMS-FRIENDSHIP AREA SCHOOL DISTRICT,Wisconsin,5500060.0,55001,1315.0,116.6,11.277873070325901,WI,13.200000000000001,57944.0,5.1000000000000005,Medium (80-89%)
ADDISON CENTRAL SCHOOL DISTRICT,New York,3602370.0,36101,1085.0,93.8,11.567164179104479,NY,14.200000000000001,64261.0,4.0,Medium (80-89%)
ADDISON CENTRAL SUPERVISORY DISTRICT,Vermont,5099903.0,50001,,32.4,,VT,8.700000000000001,82234.0,1.7000000000000002,High (>=90%)
ADDISON CENTRAL UNIFIED UNION SCHOOL DISTRICT #55,VERMONT,5000402.0,50001,1770.0,145.7,12.148249828414551,VT,8.700000000000001,82234.0,1.7000000000000002,High (>=90%)
ADDISON COMMUNITY SCHOOLS,Michigan,2601920.0,26091,717.0,43.12,16.62801484230056,MI,10.600000000000001,65707.0,4.2,Medium (80-89%)
ADDISON NORTHWEST SUPERVISORY DISTRICT,Vermont,5099902.0,50001,,0.0,,VT,8.700000000000001,82234.0,1.7000000000000002,High (>=90%)
ADDISON NORTHWEST UNIFIED UNION SCHOOL DISTRICT #54,VERMONT,5000398.0,50001,940.0,84.83,11.08098550041259,VT,8.700000000000001,82234.0,1.7000000000000002,High (>=90%)
ADDISON SD 4,Illinois,1703150.0,17043,3461.0,292.0,11.852739726027398,IL,6.6000000000000005,107032.0,3.4000000000000004,High (>=90%)
ADEL DESOTO MINBURN COMM SCHOOL DISTRICT,Iowa,1903150.0,19049,2254.0,150.57,14.96978149697815,IA,6.0,102189.0,2.2,High (>=90%)
ADEL SD 21,Oregon,4100990.0,41037,12.0,2.0,6.0,OR,17.0,56518.0,5.0,Medium (80-89%)
ADELANTE CHARTER DISTRICT,CALIFORNIA,602343.0,06083,297.0,16.95,17.52212389380531,CA,14.9,90155.0,4.1000000000000005,Medium (80-89%)
ADELANTE SCHOOLS,INDIANA,1800216.0,18097,330.0,15.01,21.985343104596936,IN,15.600000000000001,66653.0,3.3000000000000003,Medium (80-89%)
ADELANTO ELEMENTARY,California,601710.0,06071,7742.0,343.51,22.537917382317836,CA,13.200000000000001,84576.0,4.7,Medium (80-89%)
ADELINE MONTESSORI SCHOOL INC,WISCONSIN,5500089.0,55133,103.0,9.3,11.0752688172043,WI,5.5,99168.0,2.6,High (>=90%)
ADENA LOCAL,Ohio,3904949.0,39141,1186.0,57.4,20.662020905923345,OH,16.5,61651.0,3.4000000000000004,Medium (80-89%)
ADIRONDACK CENTRAL SCHOOL DISTRICT,New York,3605040.0,36065,1195.0,91.0,13.131868131868131,NY,15.700000000000001,61566.0,3.7,Medium (80-89%)
ADLAI E STEVENSON HSD 125,Illinois,1732580.0,17097,4489.0,252.63,17.76906939001702,IL,8.200000000000001,108349.0,5.0,High (>=90%)
ADMIRAL PEARY AREA VOCATIONAL-TECHNICAL SCHOOL,Pennsylvania,4280120.0,42021,15.0,21.0,0.7142857142857143,PA,13.200000000000001,55592.0,4.1000000000000005,Medium (80-89%)
